110100000000,2
110101000000,3
110102000000,3
110105000000,3
110106000000,3
110107000000,3
110108000000,3
110109000000,3
110111000000,3
110112000000,3
110113000000,3
110114000000,3
110115000000,3
110116000000,3
110117000000,3
110200000000,2
110228000000,3
110229000000,3
120100000000,2
120101000000,3
120102000000,3
120103000000,3
120104000000,3
120105000000,3
120106000000,3
120110000000,3
120111000000,3
120112000000,3
120113000000,3
120114000000,3
120115000000,3
120116000000,3
120200000000,2
120221000000,3
120223000000,3
120225000000,3
130100000000,2
130101000000,3
130102000000,3
130103000000,3
130104000000,3
130105000000,3
130107000000,3
130108000000,3
130121000000,3
130123000000,3
130124000000,3
130125000000,3
130126000000,3
130127000000,3
130128000000,3
130129000000,3
130130000000,3
130131000000,3
130132000000,3
130133000000,3
130181000000,3
130182000000,3
130183000000,3
130184000000,3
130185000000,3
130200000000,2
130201000000,3
130202000000,3
130203000000,3
130204000000,3
130205000000,3
130207000000,3
130208000000,3
130209000000,3
130223000000,3
130224000000,3
130225000000,3
130227000000,3
130229000000,3
130281000000,3
130283000000,3
130300000000,2
130301000000,3
130302000000,3
130303000000,3
130304000000,3
130321000000,3
130322000000,3
130323000000,3
130324000000,3
130400000000,2
130401000000,3
130402000000,3
130403000000,3
130404000000,3
130406000000,3
130421000000,3
130423000000,3
130424000000,3
130425000000,3
130426000000,3
130427000000,3
130428000000,3
130429000000,3
130430000000,3
130431000000,3
130432000000,3
130433000000,3
130434000000,3
130435000000,3
130481000000,3
130500000000,2
130501000000,3
130502000000,3
130503000000,3
130521000000,3
130522000000,3
130523000000,3
130524000000,3
130525000000,3
130526000000,3
130527000000,3
130528000000,3
130529000000,3
130530000000,3
130531000000,3
130532000000,3
130533000000,3
130534000000,3
130535000000,3
130581000000,3
130582000000,3
130600000000,2
130601000000,3
130602000000,3
130603000000,3
130604000000,3
130621000000,3
130622000000,3
130623000000,3
130624000000,3
130625000000,3
130626000000,3
130627000000,3
130628000000,3
130629000000,3
130630000000,3
130631000000,3
130632000000,3
130633000000,3
130634000000,3
130635000000,3
130636000000,3
130637000000,3
130638000000,3
130681000000,3
130682000000,3
130683000000,3
130684000000,3
130700000000,2
130701000000,3
130702000000,3
130703000000,3
130705000000,3
130706000000,3
130721000000,3
130722000000,3
130723000000,3
130724000000,3
130725000000,3
130726000000,3
130727000000,3
130728000000,3
130729000000,3
130730000000,3
130731000000,3
130732000000,3
130733000000,3
130800000000,2
130801000000,3
130802000000,3
130803000000,3
130804000000,3
130821000000,3
130822000000,3
130823000000,3
130824000000,3
130825000000,3
130826000000,3
130827000000,3
130828000000,3
130900000000,2
130901000000,3
130902000000,3
130903000000,3
130921000000,3
130922000000,3
130923000000,3
130924000000,3
130925000000,3
130926000000,3
130927000000,3
130928000000,3
130929000000,3
130930000000,3
130981000000,3
130982000000,3
130983000000,3
130984000000,3
131000000000,2
131001000000,3
131002000000,3
131003000000,3
131022000000,3
131023000000,3
131024000000,3
131025000000,3
131026000000,3
131028000000,3
131081000000,3
131082000000,3
131100000000,2
131101000000,3
131102000000,3
131121000000,3
131122000000,3
131123000000,3
131124000000,3
131125000000,3
131126000000,3
131127000000,3
131128000000,3
131181000000,3
131182000000,3
140100000000,2
140101000000,3
140105000000,3
140106000000,3
140107000000,3
140108000000,3
140109000000,3
140110000000,3
140121000000,3
140122000000,3
140123000000,3
140181000000,3
140200000000,2
140201000000,3
140202000000,3
140203000000,3
140211000000,3
140212000000,3
140221000000,3
140222000000,3
140223000000,3
140224000000,3
140225000000,3
140226000000,3
140227000000,3
140300000000,2
140301000000,3
140302000000,3
140303000000,3
140311000000,3
140321000000,3
140322000000,3
140400000000,2
140401000000,3
140402000000,3
140411000000,3
140421000000,3
140423000000,3
140424000000,3
140425000000,3
140426000000,3
140427000000,3
140428000000,3
140429000000,3
140430000000,3
140431000000,3
140481000000,3
140500000000,2
140501000000,3
140502000000,3
140521000000,3
140522000000,3
140524000000,3
140525000000,3
140581000000,3
140600000000,2
140601000000,3
140602000000,3
140603000000,3
140621000000,3
140622000000,3
140623000000,3
140624000000,3
140700000000,2
140701000000,3
140702000000,3
140721000000,3
140722000000,3
140723000000,3
140724000000,3
140725000000,3
140726000000,3
140727000000,3
140728000000,3
140729000000,3
140781000000,3
140800000000,2
140801000000,3
140802000000,3
140821000000,3
140822000000,3
140823000000,3
140824000000,3
140825000000,3
140826000000,3
140827000000,3
140828000000,3
140829000000,3
140830000000,3
140881000000,3
140882000000,3
140900000000,2
140901000000,3
140902000000,3
140921000000,3
140922000000,3
140923000000,3
140924000000,3
140925000000,3
140926000000,3
140927000000,3
140928000000,3
140929000000,3
140930000000,3
140931000000,3
140932000000,3
140981000000,3
141000000000,2
141001000000,3
141002000000,3
141021000000,3
141022000000,3
141023000000,3
141024000000,3
141025000000,3
141026000000,3
141027000000,3
141028000000,3
141029000000,3
141030000000,3
141031000000,3
141032000000,3
141033000000,3
141034000000,3
141081000000,3
141082000000,3
141100000000,2
141101000000,3
141102000000,3
141121000000,3
141122000000,3
141123000000,3
141124000000,3
141125000000,3
141126000000,3
141127000000,3
141128000000,3
141129000000,3
141130000000,3
141181000000,3
141182000000,3
150100000000,2
150101000000,3
150102000000,3
150103000000,3
150104000000,3
150105000000,3
150121000000,3
150122000000,3
150123000000,3
150124000000,3
150125000000,3
150200000000,2
150201000000,3
150202000000,3
150203000000,3
150204000000,3
150205000000,3
150206000000,3
150207000000,3
150221000000,3
150222000000,3
150223000000,3
150300000000,2
150301000000,3
150302000000,3
150303000000,3
150304000000,3
150400000000,2
150401000000,3
150402000000,3
150403000000,3
150404000000,3
150421000000,3
150422000000,3
150423000000,3
150424000000,3
150425000000,3
150426000000,3
150428000000,3
150429000000,3
150430000000,3
150500000000,2
150501000000,3
150502000000,3
150521000000,3
150522000000,3
150523000000,3
150524000000,3
150525000000,3
150526000000,3
150581000000,3
150600000000,2
150601000000,3
150602000000,3
150621000000,3
150622000000,3
150623000000,3
150624000000,3
150625000000,3
150626000000,3
150627000000,3
150700000000,2
150701000000,3
150702000000,3
150721000000,3
150722000000,3
150723000000,3
150724000000,3
150725000000,3
150726000000,3
150727000000,3
150781000000,3
150782000000,3
150783000000,3
150784000000,3
150785000000,3
150800000000,2
150801000000,3
150802000000,3
150821000000,3
150822000000,3
150823000000,3
150824000000,3
150825000000,3
150826000000,3
150900000000,2
150901000000,3
150902000000,3
150921000000,3
150922000000,3
150923000000,3
150924000000,3
150925000000,3
150926000000,3
150927000000,3
150928000000,3
150929000000,3
150981000000,3
152200000000,2
152201000000,3
152202000000,3
152221000000,3
152222000000,3
152223000000,3
152224000000,3
152500000000,2
152501000000,3
152502000000,3
152522000000,3
152523000000,3
152524000000,3
152525000000,3
152526000000,3
152527000000,3
152528000000,3
152529000000,3
152530000000,3
152531000000,3
152900000000,2
152921000000,3
152922000000,3
152923000000,3
210100000000,2
210101000000,3
210102000000,3
210103000000,3
210104000000,3
210105000000,3
210106000000,3
210111000000,3
210112000000,3
210113000000,3
